trial_number,display_index,state,keywords,keyword_count,sample_count,kl,baseline_keywords,baseline_kl,absolute_drop,relative_drop,numerical_gate_pass,pareto,phase,start_layer_index,end_layer_index,attn_strength,mlp_strength,mlp_strength_raw,push_weight,margin,layer_start_fraction,layer_span_fraction,terminal_line,score_lines
10,11,COMPLETE,1.0,100,100,0.0037270819302648306,1.0,0,0.0,0.0,false,false,startup,25,40,0.3063462210622082,0.11405199601615357,0.11405199601615357,0.5618690193747615,1.1256702979753144,0.4054709158757928,0.22210706429825317,203,201
11,12,COMPLETE,1.0,100,100,0.00675168028101325,1.0,0,0.0,0.0,false,false,startup,19,49,0.0016736010167825778,0.4921321619603104,0.4921321619603104,1.5444895385933148,0.43372807195653823,0.30636968998990505,0.46098864133931794,221,219
12,13,COMPLETE,0.99,99,100,0.004880258347839117,1.0,0,0.010000000000000009,0.010000000000000009,false,false,startup,16,46,0.13199942261535016,0.3374043008245924,0.3374043008245924,1.5425406933718915,0.3069719220249272,0.25220884684944095,0.46695764280467544,239,237
13,14,COMPLETE,1.0,100,100,0.002226964570581913,1.0,0,0.0,0.0,false,false,startup,25,35,0.3884277754703141,0.2739788760965347,0.2739788760965347,0.6617960497052984,0.2981754534066537,0.3933862914177091,0.1521410767863084,257,255
14,15,COMPLETE,0.99,99,100,0.003166909795254469,1.0,0,0.010000000000000009,0.010000000000000009,false,false,startup,23,39,0.15446089075047073,0.2825344828131279,0.2825344828131279,1.774425485152653,0.9258559804138309,0.3743929286862649,0.2463324949120362,275,273
15,16,COMPLETE,0.99,99,100,0.007686276454478502,1.0,0,0.010000000000000009,0.010000000000000009,false,false,startup,19,46,0.19158219548093164,0.23676631854169775,0.23676631854169775,1.541934359909122,0.9829448545456478,0.2978376983753207,0.42096015425034783,293,291
16,17,COMPLETE,1.0,100,100,0.0022535501047968864,1.0,0,0.0,0.0,false,false,startup,29,48,0.0011919481947918731,0.0,-0.03526514380401734,0.0628583713734685,1.4596693943700592,0.45909313175279765,0.2923934582613473,311,309
17,18,COMPLETE,0.95,95,100,0.012185615487396717,1.0,0,0.050000000000000044,0.050000000000000044,false,false,startup,24,46,0.5280796376895363,0.04957533748932497,0.04957533748932497,0.8207658460712595,2.031020151847998,0.37574239243053065,0.3288568110241163,329,327
18,19,COMPLETE,1.0,100,100,0.0010698913829401135,1.0,0,0.0,0.0,false,false,startup,21,30,0.0074003857590873735,0.0,-0.003267227647597362,1.8593953046851461,2.3497080572293862,0.34151926619664896,0.13464095942295684,347,345
19,20,COMPLETE,0.93,93,100,0.028639592230319977,1.0,0,0.06999999999999995,0.06999999999999995,false,false,startup,32,64,0.25764174425233155,0.011942035331621498,0.011942035331621498,1.7851179969799555,1.11525140657284,0.5033615026041693,0.49215726558447304,365,363
20,21,COMPLETE,1.0,100,100,0.0033060149289667606,1.0,0,0.0,0.0,false,false,startup,36,64,0.008995191735587165,0.0,-0.03396884528339396,0.45587032508388337,0.8170131218836928,0.572976062065625,0.5032410849655721,383,381
21,22,COMPLETE,0.98,98,100,0.012050900608301163,1.0,0,0.020000000000000018,0.020000000000000018,false,false,startup,36,64,0.0010491954332267905,0.2064483815465394,0.2064483815465394,0.834822006297558,0.4627905279578748,0.5772059063689973,0.4873287624653546,401,399
22,23,COMPLETE,0.98,98,100,0.007617568597197533,1.0,0,0.020000000000000018,0.020000000000000018,false,false,startup,19,36,0.6741074265640694,0.09392175921245313,0.09392175921245313,1.0375812434867322,1.7557358834345844,0.2979461469334731,0.2519268271316326,419,417
23,24,COMPLETE,0.97,97,100,0.018075894564390182,1.0,0,0.030000000000000027,0.030000000000000027,false,false,startup,25,60,0.7715105777813047,0.051069377495218476,0.051069377495218476,0.9944970117847709,0.5757495323334312,0.3954518409517176,0.5373019372244324,437,435
24,25,COMPLETE,1.0,100,100,0.001680630026385188,1.0,0,0.0,0.0,false,false,startup,23,31,0.06740513796374042,0.20160741393731688,0.20160741393731688,0.1029575024999787,0.5413321045314211,0.36393619775098707,0.11659912630953977,455,453
25,26,COMPLETE,1.0,100,100,0.003902272554114461,1.0,0,0.0,0.0,false,false,startup,39,53,0.0027207248059486684,0.19367165616653778,0.19367165616653778,1.9713009082212014,0.489106684217553,0.6133063543866615,0.2078028508001376,473,471
26,27,COMPLETE,0.93,93,100,0.027563724666833878,1.0,0,0.06999999999999995,0.06999999999999995,false,false,startup,33,62,0.005163124910488016,0.3369298091671157,0.3369298091671157,0.7355662654385065,1.443152062691554,0.5188542189623515,0.4427288268979229,491,489
27,28,COMPLETE,1.0,100,100,0.010102160274982452,1.0,0,0.0,0.0,false,false,startup,32,54,0.0018658181360124856,0.4011814973535428,0.4011814973535428,0.6415601299434717,0.41930561115590215,0.5034118843043579,0.3410986078336413,509,507
28,29,COMPLETE,0.99,99,100,0.0024204528890550137,1.0,0,0.010000000000000009,0.010000000000000009,false,true,startup,17,41,0.10781845035122264,0.0,-0.09004730264328631,1.024186116598562,0.4684552360887616,0.26631005662190554,0.36590182443470887,527,525
29,30,COMPLETE,0.99,99,100,0.003371753031387925,1.0,0,0.010000000000000009,0.010000000000000009,false,false,startup,32,44,0.11825328508422647,0.13204120778032244,0.13204120778032244,1.873459977473469,0.3660426792857128,0.50806911616378,0.17846489305224617,545,543
30,31,COMPLETE,1.0,100,100,0.004298314917832613,1.0,0,0.0,0.0,false,false,startup,24,34,0.5944028113410929,0.42640361202858856,0.42640361202858856,0.5158832554303112,1.5582602300474129,0.3864265404201034,0.1510630845582651,563,561
31,32,COMPLETE,0.98,98,100,0.019535010680556297,1.0,0,0.020000000000000018,0.020000000000000018,false,false,startup,36,59,0.038810723164094806,0.045111374540271004,0.045111374540271004,0.18620553561179842,3.0081219007968394,0.5768888800804863,0.3498403652197581,581,579
32,33,COMPLETE,0.99,99,100,0.04829174652695656,1.0,0,0.010000000000000009,0.010000000000000009,false,false,startup,39,64,0.010401341922663458,0.10952574476759652,0.10952574476759652,1.4519113577404787,3.0072421460902423,0.6101672228653322,0.3848956557729706,599,597
33,34,COMPLETE,1.0,100,100,0.0036013787612318993,1.0,0,0.0,0.0,false,false,startup,38,64,0.0843519134174305,0.0,-0.04951602100297071,0.32325742818922754,3.019305530974106,0.6048345697060469,0.4509439956359308,617,615
34,35,COMPLETE,1.0,100,100,0.0022887755185365677,1.0,0,0.0,0.0,false,false,startup,31,38,0.002015647705936501,0.2981010614648335,0.2981010614648335,0.010123167692437374,0.39045608620987493,0.492571623863836,0.10413867322748335,635,633
35,36,COMPLETE,0.98,98,100,0.017819972708821297,1.0,0,0.020000000000000018,0.020000000000000018,false,false,startup,30,57,0.0903407680553777,0.034561585676335854,0.034561585676335854,1.4243584426950717,0.482632291376528,0.46949351574663445,0.41135283896171204,653,651
36,37,COMPLETE,1.0,100,100,0.0031551020219922066,1.0,0,0.0,0.0,false,false,search-36-79,22,33,0.010971094742472431,0.05413749499827357,0.05413749499827357,1.7559247623714287,3.0391814419003325,0.35061532540850127,0.16958600256454917,671,669
37,38,COMPLETE,0.97,97,100,0.009351657703518867,1.0,0,0.030000000000000027,0.030000000000000027,false,false,search-36-79,29,53,0.42815161145664066,0.0,-0.05637644452446465,0.8327791425225941,2.0847472290868976,0.4551553520682728,0.3682769266720592,689,687
38,39,COMPLETE,0.99,99,100,0.0029495423659682274,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-36-79,16,45,0.029845248387767788,0.0,-0.04171777967478307,1.1884168881308586,0.2842884492378705,0.2544379924898131,0.4514100667274509,707,705
39,40,COMPLETE,0.93,93,100,0.013225517235696316,1.0,0,0.06999999999999995,0.06999999999999995,false,false,search-36-79,27,51,0.7358959613949022,0.0008900552082381635,0.0008900552082381635,0.6311003667689998,2.433101169895821,0.42227213101306715,0.37387981034012585,725,723
40,41,COMPLETE,1.0,100,100,0.0009053924586623907,1.0,0,0.0,0.0,false,true,search-36-79,24,33,0.006046903137964797,0.0,-0.08568417484795632,1.7185888041257709,0.859264627593055,0.38223016287694345,0.14031490037664576,743,741
41,42,COMPLETE,1.0,100,100,0.0010082762455567718,1.0,0,0.0,0.0,false,false,search-36-79,23,33,0.004233119516406532,0.0,-0.09195601826665473,1.5470091603347056,0.43192064190590895,0.3601242886989481,0.1522698644575054,761,759
42,43,COMPLETE,0.99,99,100,0.007064538542181253,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-36-79,29,52,0.5405314177418193,0.0,-0.08046259884822761,0.7057841727642351,1.8880493379201946,0.46633962536944235,0.35554648614867024,779,777
43,44,COMPLETE,1.0,100,100,0.0025959950871765614,1.0,0,0.0,0.0,false,false,search-36-79,19,39,0.08300923646982741,0.0,-0.09463240322790813,0.8693993601808864,0.565406861005467,0.2999021590238722,0.3009369380163863,797,795
44,45,COMPLETE,1.0,100,100,0.0022512462455779314,1.0,0,0.0,0.0,false,false,search-36-79,29,38,0.0012696850951519382,0.0,-0.04463440568349632,1.4578089660208005,0.9619170080735144,0.4682951556115203,0.13238805777534404,815,813
45,46,COMPLETE,1.0,100,100,0.0026650745421648026,1.0,0,0.0,0.0,false,false,search-36-79,24,36,0.01462368992896454,0.10791081977143649,0.10791081977143649,1.823569013542173,0.802427869536215,0.3773537860055217,0.1858791497198412,833,831
46,47,COMPLETE,1.0,100,100,0.0028075992595404387,1.0,0,0.0,0.0,false,false,search-36-79,29,37,0.04371342649847207,0.0,-0.02531278495802703,1.356108099100761,1.0993890030261395,0.4621809644371384,0.12442041108471207,851,849
47,48,COMPLETE,1.0,100,100,0.0027497909031808376,1.0,0,0.0,0.0,false,false,search-36-79,20,37,0.012613743578258778,0.0,-0.0869938139115059,1.5364518882886529,0.9380229905850298,0.31573404605995603,0.2559593353696147,869,867
48,49,COMPLETE,0.91,91,100,0.024835357442498207,1.0,0,0.08999999999999997,0.08999999999999997,false,false,search-36-79,20,53,0.38819199222779394,0.08899978960104932,0.08899978960104932,0.6972475232879064,2.236266616246054,0.328029109207255,0.5155011375519141,887,885
49,50,COMPLETE,0.88,88,100,0.03535806015133858,1.0,0,0.12,0.12,false,false,search-36-79,22,56,0.7866890998880627,0.1817591482613533,0.1817591482613533,0.5603938369187051,2.5454360608255993,0.34634878059967544,0.5291635648432891,905,903
50,51,COMPLETE,0.9,90,100,0.017485568299889565,1.0,0,0.09999999999999998,0.09999999999999998,false,false,search-36-79,17,52,0.18399562494949276,0.1184220153119729,0.1184220153119729,0.525975476246227,2.4545144068227454,0.26577680525479974,0.5359933620956253,923,921
51,52,COMPLETE,0.99,99,100,0.007106076925992966,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-36-79,17,47,0.013619019265875306,0.08184400445249336,0.08184400445249336,0.2669562561983819,2.0712018383309787,0.2799991586554802,0.45560566661972146,941,939
52,53,COMPLETE,0.92,92,100,0.014234124682843685,1.0,0,0.07999999999999996,0.07999999999999996,false,false,search-36-79,16,48,0.6935274130664092,0.2593599941922008,0.2593599941922008,0.5734323026148133,3.09198128549197,0.25172238475947695,0.499427518864586,959,957
53,54,COMPLETE,0.88,88,100,0.02700014039874077,1.0,0,0.12,0.12,false,false,search-36-79,17,50,0.4849389322160445,0.4314742371845308,0.4314742371845308,0.9024689036846983,2.7514768491016275,0.2723115726641192,0.5013576945089381,977,975
54,55,COMPLETE,0.9,90,100,0.016960594803094864,1.0,0,0.09999999999999998,0.09999999999999998,false,false,search-36-79,16,39,0.7112650749328768,0.4040222748246502,0.4040222748246502,1.3108324083396623,3.3555269678726853,0.255439802443813,0.35105772649717487,995,993
55,56,COMPLETE,0.87,87,100,0.02092406526207924,1.0,0,0.13,0.13,false,false,search-36-79,19,39,0.6849063371233727,0.43207119620585493,0.43207119620585493,1.487375670753428,3.2565059117894077,0.3002213551826971,0.3046880958730236,1013,1011
56,57,COMPLETE,0.92,92,100,0.015033329837024212,1.0,0,0.07999999999999996,0.07999999999999996,false,false,search-36-79,18,36,0.37271661668360256,0.4585288573777151,0.4585288573777151,1.4737203998954513,3.6996124704459397,0.2846800653038058,0.27128422531407276,1031,1029
57,58,COMPLETE,0.86,86,100,0.03450819104909897,1.0,0,0.14,0.14,false,false,search-36-79,26,51,0.7523843133335475,0.37279978669432456,0.37279978669432456,1.2751151425962406,2.557457651868445,0.4176875069832615,0.38507294586380986,1049,1047
58,59,COMPLETE,0.83,83,100,0.020296335220336914,1.0,0,0.17000000000000004,0.17000000000000004,false,false,search-36-79,17,43,0.2980534913971241,0.2266843009039558,0.2266843009039558,1.7266672609944231,3.6017946321522123,0.27813134345939017,0.3984578525158889,1067,1065
59,60,COMPLETE,0.73,73,100,0.07811309397220612,1.0,0,0.27,0.27,false,false,search-36-79,19,50,0.9603938919215724,0.17461923800515444,0.17461923800515444,1.7387991975185262,3.2118059935713146,0.30316470417540337,0.4720294305297926,1085,1083
60,61,COMPLETE,0.77,77,100,0.03872392326593399,1.0,0,0.22999999999999998,0.22999999999999998,false,false,search-36-79,18,46,0.2738406494744397,0.06009826331230708,0.06009826331230708,1.9716395050432207,3.895926096411893,0.29256739424301886,0.4332043575071182,1103,1101
61,62,COMPLETE,0.86,86,100,0.03165585175156593,1.0,0,0.14,0.14,false,false,search-36-79,20,50,0.15383079403006217,0.02715541508041737,0.02715541508041737,1.8832489710422513,3.159767814431607,0.3147481000082791,0.4589694142353402,1121,1119
62,63,COMPLETE,0.68,68,100,0.08887302130460739,1.0,0,0.31999999999999995,0.31999999999999995,false,false,search-36-79,17,52,0.9090042291285282,0.2234206495564009,0.2234206495564009,1.608428448941536,3.2272968934705166,0.27483747280780985,0.5417159598793435,1139,1137
63,64,COMPLETE,0.87,87,100,0.023719994351267815,1.0,0,0.13,0.13,false,false,search-36-79,16,40,0.7375589697682586,0.1258683656675187,0.1258683656675187,1.9599590272162308,3.0630150570827857,0.25513181902890675,0.3697160828110824,1157,1155
64,65,COMPLETE,0.68,68,100,0.09187176078557968,1.0,0,0.31999999999999995,0.31999999999999995,false,false,search-36-79,20,55,0.2882819451110843,0.2575749741898925,0.2575749741898925,1.4404602715134085,3.6880123998654044,0.3160982977853697,0.5351524860347622,1175,1173
65,66,COMPLETE,0.84,84,100,0.020082762464880943,1.0,0,0.16000000000000003,0.16000000000000003,false,false,search-36-79,20,45,0.08851354759463802,0.22022731307024254,0.22022731307024254,1.6935538645668915,3.817649430247958,0.3251692556347863,0.37663233902684784,1193,1191
66,67,COMPLETE,0.54,54,100,0.08997529745101929,1.0,0,0.45999999999999996,0.45999999999999996,false,true,search-36-79,16,52,0.8642483050583153,0.11779268773387358,0.11779268773387358,1.811160526759703,3.6525113958429665,0.253772675139795,0.5499400281137107,1211,1209
67,68,COMPLETE,0.88,88,100,0.028224483132362366,1.0,0,0.12,0.12,false,false,search-36-79,17,47,0.5861524142702611,0.0,-0.008221271513560557,1.4898950302274296,3.068529018126158,0.2730263990913183,0.46634238014002705,1229,1227
68,69,COMPLETE,0.6,60,100,0.07880714535713196,1.0,0,0.4,0.4,false,false,search-36-79,18,52,0.6435682766477843,0.09963162142278326,0.09963162142278326,1.8825403462666048,3.492470734989987,0.29357918979006203,0.5234346886984396,1247,1245
69,70,COMPLETE,0.65,65,100,0.05978698655962944,1.0,0,0.35,0.35,false,false,search-36-79,28,52,0.24686878792654818,0.03694402675615019,0.03694402675615019,1.9074748888533386,3.88849071135067,0.44467232734250983,0.361205515929298,1265,1263
70,71,COMPLETE,0.88,88,100,0.020953526720404625,1.0,0,0.12,0.12,false,false,search-36-79,31,52,0.25424901004034606,0.0,-0.00456229502417204,1.9299462404585,2.7518269682644854,0.48503588298664096,0.3172826859258797,1283,1281
71,72,COMPLETE,0.6,60,100,0.08883024007081985,1.0,0,0.4,0.4,false,false,search-36-79,30,59,0.3890469239300316,0.12563840127106654,0.12563840127106654,1.6932978068010285,3.864802736685045,0.47207784846450723,0.44555837273761373,1301,1299
72,73,COMPLETE,0.92,92,100,0.02976948954164982,1.0,0,0.07999999999999996,0.07999999999999996,false,false,search-36-79,27,51,0.015210630232994996,0.03142844127462756,0.03142844127462756,1.9587095264510164,2.7493342268471626,0.4243728392193313,0.3667000875847292,1319,1317
73,74,COMPLETE,0.69,69,100,0.052843160927295685,1.0,0,0.31000000000000005,0.31000000000000005,false,false,search-36-79,25,51,0.6947709601200449,0.0,-0.003992038828670295,1.9925492401173257,3.7706376831626667,0.40014402583890696,0.39782751991144183,1337,1335
74,75,COMPLETE,0.99,99,100,0.005094872787594795,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-36-79,16,37,0.25647924900068275,0.2017849042018649,0.2017849042018649,0.935826395567112,0.48452694030405535,0.25321299980984335,0.3184215294287025,1355,1353
75,76,COMPLETE,0.77,77,100,0.03881606087088585,1.0,0,0.22999999999999998,0.22999999999999998,false,false,search-36-79,25,52,0.8490786089598599,0.0,-0.058158192632542086,1.8773774647147519,2.722828010585828,0.4030606089194244,0.4164203208552542,1373,1371
76,77,COMPLETE,0.99,99,100,0.003999962005764246,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-36-79,18,46,0.4603114226136446,0.0,-0.06607229334531267,0.6348717492222848,0.3436107717648973,0.2815181894641297,0.4314403750135515,1391,1389
77,78,COMPLETE,0.97,97,100,0.008121260441839695,1.0,0,0.030000000000000027,0.030000000000000027,false,false,search-36-79,16,40,0.45754158707128606,0.3450395442005842,0.3450395442005842,0.1932813402580345,3.741082450435401,0.2638421109023915,0.36645593176859237,1409,1407
78,79,COMPLETE,1.0,100,100,0.0026711197569966316,1.0,0,0.0,0.0,false,false,search-36-79,20,39,0.32975659762318915,0.0,-0.01974215272191926,1.2391448236964389,0.2696715744457178,0.320946741490324,0.28749630737945664,1427,1425
79,80,COMPLETE,0.98,98,100,0.00563200656324625,1.0,0,0.020000000000000018,0.020000000000000018,false,true,search-36-79,17,41,0.9508135369433046,0.0,-0.055067348217028855,1.106412453384,0.7397406149001354,0.27371270347410837,0.360543409668349,1445,1443
80,81,COMPLETE,0.99,99,100,0.004199453629553318,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-80-119,19,48,0.08642993262522426,0.0,-0.06584522638915731,1.4426909444455078,0.6751884234780432,0.3083403595992012,0.43943863848788123,1463,1461
81,82,COMPLETE,0.78,78,100,0.02161801978945732,1.0,0,0.21999999999999997,0.21999999999999997,false,false,search-80-119,22,38,0.4670041382164724,0.00038962323835853296,0.00038962323835853296,1.7510741708038675,3.8596813826087755,0.3516174268404212,0.23646157455760533,1481,1479
82,83,COMPLETE,1.0,100,100,0.0022479568142443895,1.0,0,0.0,0.0,false,false,search-80-119,21,31,0.5699050596393621,0.0,-0.05561949604918352,1.7360329981248217,2.261917484254786,0.34057320389131107,0.1492255782309277,1499,1497
83,84,COMPLETE,0.87,87,100,0.017187081277370453,1.0,0,0.13,0.13,false,false,search-80-119,24,43,0.3144465104451464,0.0336839710534839,0.0336839710534839,1.5610055392209816,3.917399672286503,0.38900581304562976,0.28947591383919247,1517,1515
84,85,COMPLETE,0.88,88,100,0.016280092298984528,1.0,0,0.12,0.12,false,false,search-80-119,26,36,0.5929851401986717,0.13489674888145375,0.13489674888145375,1.5937138121144985,3.968544774561873,0.41669916265819684,0.14835681634604286,1535,1533
85,86,COMPLETE,0.99,99,100,0.005495873745530844,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-80-119,17,26,0.26650426930157733,0.12148072652122953,0.12148072652122953,1.6284867826527645,3.880553453687483,0.2658744687085277,0.12726017405395618,1553,1551
86,87,COMPLETE,0.96,96,100,0.007981286384165287,1.0,0,0.040000000000000036,0.040000000000000036,false,false,search-80-119,29,38,0.4242841761916756,0.1642683849759287,0.1642683849759287,1.3705031531181648,2.6087720069745717,0.4671194406304875,0.12927337349307227,1571,1569
87,88,COMPLETE,0.95,95,100,0.007469458971172571,1.0,0,0.050000000000000044,0.050000000000000044,false,false,search-80-119,30,37,0.15458567767585296,0.14024910152299389,0.14024910152299389,1.3517684483679941,3.5728263398484432,0.47933790615789384,0.10414890299979732,1589,1587
88,89,COMPLETE,0.98,98,100,0.010531642474234104,1.0,0,0.020000000000000018,0.020000000000000018,false,false,search-80-119,18,35,0.19060245716189322,0.0,-0.025578549357367704,1.87974007910085,3.9132811093456534,0.290833777733271,0.2608457374717311,1607,1605
89,90,COMPLETE,0.99,99,100,0.00443695392459631,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-80-119,30,38,0.28153548839365394,0.0,-0.006456492671630759,0.6431772665630346,3.8371997443263823,0.47351976017805125,0.12083358428506304,1625,1623
90,91,COMPLETE,0.99,99,100,0.005068397149443626,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-80-119,29,42,0.024501387927204694,0.20535024951414654,0.20535024951414654,1.0905814582398632,2.0649732762909756,0.46821697280781127,0.1955390660042995,1643,1641
91,92,COMPLETE,1.0,100,100,0.0027183848433196545,1.0,0,0.0,0.0,false,false,search-80-119,26,37,0.004466032489625304,0.0,-0.08565560793474028,1.9566072871292155,1.0583800592628774,0.41516110269652545,0.15889302040315417,1661,1659
92,93,COMPLETE,1.0,100,100,0.003311147913336754,1.0,0,0.0,0.0,false,false,search-80-119,36,44,0.03932237893349986,0.03543109445555903,0.03543109445555903,1.2244671682673243,2.959657671015404,0.5730611818585452,0.11934550302808292,1679,1677
93,94,COMPLETE,0.91,91,100,0.03217484802007675,1.0,0,0.08999999999999997,0.08999999999999997,false,false,search-80-119,17,49,0.541473545070076,0.0201258001588322,0.0201258001588322,1.9567644227730199,2.1455629831005614,0.27122809187817787,0.49475680928688603,1697,1695
94,95,COMPLETE,0.86,86,100,0.01588979922235012,1.0,0,0.14,0.14,false,true,search-80-119,26,37,0.37889357518705263,0.0722197927553171,0.0722197927553171,1.7639453559554377,3.9512684238535964,0.4065366427196824,0.15867411432038836,1715,1713
95,96,COMPLETE,1.0,100,100,0.01143560279160738,1.0,0,0.0,0.0,false,false,search-80-119,39,62,0.03236340367028492,0.44135781666076196,0.44135781666076196,1.251910332131485,0.673101406295943,0.6209114533203498,0.3552652821075651,1733,1731
96,97,COMPLETE,1.0,100,100,0.0032513528130948544,1.0,0,0.0,0.0,false,false,search-80-119,16,39,0.0013429050116938403,0.18016043335097037,0.18016043335097037,0.5876337016939941,0.35987615726622435,0.2553269676769775,0.3451522803486407,1751,1749
97,98,COMPLETE,1.0,100,100,0.0014036892680451274,1.0,0,0.0,0.0,false,false,search-80-119,40,55,0.02452183077822809,0.0,-0.06748741060012309,0.8733601013175807,0.3444759166798803,0.6333266203250798,0.22734644657270286,1769,1767
98,99,COMPLETE,0.65,65,100,0.11515633761882782,1.0,0,0.35,0.35,false,false,search-80-119,24,59,0.9869219728112987,0.08681948224682054,0.08681948224682054,1.999535223100113,3.3267300367637396,0.380027881477335,0.5397513368915534,1787,1785
99,100,COMPLETE,1.0,100,100,0.013139495626091957,1.0,0,0.0,0.0,false,false,search-80-119,40,56,0.08591222363913141,0.17100151222792356,0.17100151222792356,0.5355066151346959,0.8805650798868119,0.6353382155353469,0.23805038453192937,1805,1803
100,101,COMPLETE,0.88,88,100,0.010175786912441254,1.0,0,0.12,0.12,false,true,search-80-119,26,38,0.13938521125292144,0.022004421375497744,0.022004421375497744,1.9332088148242912,3.6124438893111894,0.4205714859397865,0.17800650229331205,1823,1821
101,102,COMPLETE,0.91,91,100,0.008283378556370735,1.0,0,0.08999999999999997,0.08999999999999997,false,true,search-80-119,27,40,0.0841635190539218,0.08574179869161576,0.08574179869161576,1.999743241379404,3.17209185925708,0.42425217650461794,0.1881714343714897,1841,1839
102,103,COMPLETE,0.98,98,100,0.030283575877547264,1.0,0,0.020000000000000018,0.020000000000000018,false,false,search-80-119,40,53,0.011719536826051329,0.4344348596255044,0.4344348596255044,1.111958440260933,3.1725155194513603,0.6404114008533691,0.1962130607385446,1859,1857
103,104,COMPLETE,0.96,96,100,0.010048074647784233,1.0,0,0.040000000000000036,0.040000000000000036,false,false,search-80-119,33,44,0.0495511869597131,0.13990346039390164,0.13990346039390164,1.9939805221694096,3.031966077594279,0.526434701648226,0.16664734513812204,1877,1875
104,105,COMPLETE,0.99,99,100,0.009316221810877323,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-80-119,17,44,0.9025263982313165,0.3747523014095327,0.3747523014095327,0.021110261090032445,0.4722786872967225,0.27437588105127403,0.41346023835551604,1895,1893
105,106,COMPLETE,0.98,98,100,0.03927592933177948,1.0,0,0.020000000000000018,0.020000000000000018,false,false,search-80-119,41,64,0.7313387265935984,0.26173191149160596,0.26173191149160596,1.3343824102943647,1.7721457272399612,0.6466251472319228,0.4897090011804785,1913,1911
106,107,COMPLETE,0.84,84,100,0.023668544366955757,1.0,0,0.16000000000000003,0.16000000000000003,false,false,search-80-119,24,37,0.9197965863970696,0.007143767261996628,0.007143767261996628,1.9459177137972854,3.8228464778932976,0.38111271971746763,0.19051798067754938,1931,1929
